36	 75	 13.6243    89499.6
26	 76	 5.14153    3.56647e+06
37	 77	 1.48283    39308
41	 78	 1.59682    7634.21
41	 79	 0.26325    44988.7
39	 80	 2.82124    3685.3
41	 81	 1.04817    1732.35
40	 82	 8.94362    90422.7
40	 83	 24.8451    25340.4
7	 84	 16.6579    2.26311e+06
44	 85	 1.90134    11738.7
49	 86	 10.1977    967490
11	 87	 8.09142    589328
43	 88	 3.31718    67426.4
51	 89	 11.6573    1.82833e+06
40	 90	 9.29389    1.24861e+06
54	 91	 11.4545    1.75257e+06
49	 92	 9.11059    231221
14	 93	 3.35718    328266
46	 94	 2.80663    42948.9
49	 95	 0.67977    352168
50	 96	 0.789132    57996.8
3	 97	 16.3873    2.27627e+06
20	 98	 4.67553    567500
2	 99	 0.909672    1.05593e+06
49	 100	 7.26883    40657.2
56	 101	 1.2187    957861
53	 102	 38.8602    34360.6
53	 103	 0.0642253    57570
51	 104	 0.195844    73794.4
55	 105	 1.82683    78767.8
31	 106	 13.5109    2.48983e+06
20	 107	 0.626128    238933
41	 108	 5.38939    3.70494e+06
56	 109	 2.73053    34036.4
46	 110	 2.05118    2.13668e+06
10	 111	 1.05011    2.81086e+06
26	 112	 12.5705    897126
5	 113	 2.52921    589009
19	 0	 0.0632377    110637
25	 1	 1.88522    1.18411e+06
5	 2	 6.85208    49102.7
19	 3	 41.1472    131700
1	 4	 55.6993    69611.2
8	 5	 3.92469    172074
22	 6	 0.331766    192017
12	 7	 0.82305    1.02464e+06
3	 8	 8.53018    54080.3
0	 9	 4.26687    601567
0	 10	 1.51033    252767
4	 11	 3.25886    48960
33	 12	 3.26509    392243
8	 13	 2.0031    45913.8
47	 14	 10.2364    1.97337e+06
25	 15	 0.270315    540419
7	 16	 6.73013    32590.5
56	 17	 18.7272    2.5632e+06
11	 18	 12.4634    19753.4
16	 19	 5.75933    493612
1	 20	 11.765    148774
35	 21	 35.4797    87442.4
16	 22	 3.34726    984594
10	 23	 10.8602    67047.6
14	 24	 1.82254    59710.6
16	 25	 0.477126    128773
54	 26	 1.50653    1.54239e+06
11	 27	 19.9658    163956
13	 28	 113.408    22002.2
46	 29	 10.4786    512067
52	 30	 1.0351    128838
27	 31	 2.96758    2.30517e+06
52	 32	 0.681235    181121
5	 33	 8.62477    469400
49	 34	 1.09248    351012
11	 35	 1.47686    566561
36	 36	 13.0775    2.16801e+06
37	 37	 4.30504    2.25561e+06
55	 38	 0.134952    121487
18	 39	 5.5054    39070.1
29	 40	 0.331511    936829
19	 41	 5.45865    18474.4
43	 42	 19.851    3.4928e+06
43	 43	 3.161    3.04787e+06
33	 44	 0.731425    2.71872e+06
18	 45	 3.84775    340883
5	 46	 5.60913    92515.1
18	 47	 1.02235    245335
10	 48	 6.8839    1.34022e+06
38	 49	 12.0584    3.18091e+06
35	 50	 2.0314    2.20306e+06
24	 51	 20.1791    40518.2
27	 52	 5.07385    103729
22	 53	 1.93406    458305
6	 54	 3.33854    128129
55	 55	 4.48212    1.25118e+06
44	 56	 3.53273    3.7748e+06
27	 57	 7.03433    81646.7
44	 58	 0.851216    2.93091e+06
49	 59	 2.70862    3.75446e+06
33	 60	 1.98554    110723
28	 61	 0.814477    158945
30	 62	 3.71517    52114.1
6	 63	 4.37773    278441
23	 64	 12.7022    1.99078e+06
25	 65	 1.92869    1.17942e+06
35	 66	 0.0111442    45011.8
35	 67	 1.93267    4569.19
23	 68	 0.710325    2.25618e+06
12	 69	 5.37504    1.12581e+06
56	 70	 8.82037    3.97316e+06
45	 71	 5.24414    2.8945e+06
36	 72	 0.126597    3134.18
10	 73	 2.97026    114515
36	 74	 2.47555    50221.1
36	 75	 8.94079    89499.6
26	 76	 7.58789    3.56647e+06
37	 77	 1.26267    39308
41	 78	 2.08402    7634.21
41	 79	 0.351754    44988.7
39	 80	 1.09534    3685.3
41	 81	 1.23079    1732.35
40	 82	 10.8241    90422.7
40	 83	 39.5044    25340.4
7	 84	 22.5734    2.26311e+06
44	 85	 1.9309    11738.7
49	 86	 10.6617    967490
11	 87	 9.01573    589328
43	 88	 2.66329    67426.4
51	 89	 12.6089    1.82833e+06
40	 90	 3.1328    1.24861e+06
54	 91	 12.6466    1.75257e+06
49	 92	 16.7388    231221
14	 93	 5.39156    328266
46	 94	 1.69301    42948.9
49	 95	 0.705152    352168
50	 96	 0.97256    57996.8
3	 97	 9.84692    2.27627e+06
20	 98	 5.18876    567500
2	 99	 0.481623    1.05593e+06
49	 100	 2.79776    40657.2
56	 101	 2.37993    957861
53	 102	 37.3732    34360.6
53	 103	 0.0750553    57570
51	 104	 0.289412    73794.4
55	 105	 3.57194    78767.8
31	 106	 18.3615    2.48983e+06
20	 107	 0.701794    238933
41	 108	 2.85694    3.70494e+06
56	 109	 3.08556    34036.4
46	 110	 1.01872    2.13668e+06
10	 111	 1.41894    2.81086e+06
26	 112	 3.11235    897126
5	 113	 3.4388    589009
19	 0	 0.0586607    110637
25	 1	 1.6141    1.18411e+06
5	 2	 5.22711    49102.7
19	 3	 22.7405    131700
1	 4	 32.0724    69611.2
8	 5	 2.72303    172074
22	 6	 6.17605    192017
12	 7	 0.945639    1.02464e+06
3	 8	 9.75457    54080.3
0	 9	 3.30069    601567
0	 10	 1.02793    252767
4	 11	 3.26481    48960
33	 12	 2.85753    392243
8	 13	 1.43023    45913.8
47	 14	 10.5955    1.97337e+06
25	 15	 2.71146    540419
7	 16	 5.01766    32590.5
56	 17	 19.9438    2.5632e+06
11	 18	 6.91277    19753.4
16	 19	 3.26965    493612
1	 20	 5.97795    148774
35	 21	 32.3768    87442.4
16	 22	 3.49479    984594
10	 23	 5.03404    67047.6
14	 24	 1.57388    59710.6
16	 25	 0.539796    128773
54	 26	 1.85127    1.54239e+06
11	 27	 14.9409    163956
13	 28	 127.688    22002.2
46	 29	 2.43954    512067
52	 30	 3.85922    128838
27	 31	 7.55828    2.30517e+06
52	 32	 0.510191    181121
5	 33	 5.24332    469400
49	 34	 1.08986    351012
11	 35	 1.35457    566561
36	 36	 6.19391    2.16801e+06
37	 37	 3.77863    2.25561e+06
55	 38	 0.131873    121487
18	 39	 3.09657    39070.1
29	 40	 0.94359    936829
19	 41	 7.37653    18474.4
43	 42	 22.7175    3.4928e+06
43	 43	 3.67563    3.04787e+06
33	 44	 1.93386    2.71872e+06
18	 45	 2.12315    340883
5	 46	 3.36393    92515.1
18	 47	 2.29467    245335
10	 48	 4.07658    1.34022e+06
38	 49	 5.08165    3.18091e+06
35	 50	 2.19359    2.20306e+06
24	 51	 13.4233    40518.2
27	 52	 4.83279    103729
22	 53	 1.80452    458305
6	 54	 2.58368    128129
55	 55	 6.10675    1.25118e+06
44	 56	 1.71526    3.7748e+06
27	 57	 9.49627    81646.7
44	 58	 0.958827    2.93091e+06
49	 59	 4.32085    3.75446e+06
33	 60	 1.9119    110723
28	 61	 0.509248    158945
30	 62	 3.65121    52114.1
6	 63	 6.14285    278441
23	 64	 5.27515    1.99078e+06
25	 65	 3.16861    1.17942e+06
35	 66	 0.0118989    45011.8
35	 67	 15.993    4569.19
23	 68	 0.467734    2.25618e+06
12	 69	 3.79273    1.12581e+06
56	 70	 3.63634    3.97316e+06
45	 71	 18.5673    2.8945e+06
36	 72	 2.80463    3134.18
10	 73	 7.10665    114515
36	 74	 1.76749    50221.1
36	 75	 9.6439    89499.6
26	 76	 6.50627    3.56647e+06
37	 77	 1.07945    39308
41	 78	 1.27386    7634.21
41	 79	 0.241446    44988.7
39	 80	 4.63937    3685.3
41	 81	 0.864836    1732.35
40	 82	 8.36359    90422.7
40	 83	 31.7359    25340.4
7	 84	 13.8133    2.26311e+06
44	 85	 2.2164    11738.7
49	 86	 8.05948    967490
11	 87	 5.10531    589328
43	 88	 3.9864    67426.4
51	 89	 12.4514    1.82833e+06
40	 90	 8.94427    1.24861e+06
54	 91	 11.9775    1.75257e+06
49	 92	 24.6502    231221
14	 93	 4.41887    328266
46	 94	 2.05245    42948.9
49	 95	 0.709599    352168
50	 96	 1.12971    57996.8
3	 97	 11.8774    2.27627e+06
20	 98	 2.89915    567500
2	 99	 1.04617    1.05593e+06
49	 100	 3.79569    40657.2
56	 101	 1.02381    957861
53	 102	 42.3049    34360.6
53	 103	 0.07753    57570
51	 104	 0.24568    73794.4
55	 105	 1.62845    78767.8
31	 106	 21.1526    2.48983e+06
20	 107	 0.671005    238933
41	 108	 5.99998    3.70494e+06
56	 109	 2.65758    34036.4
46	 110	 1.60433    2.13668e+06
10	 111	 1.16005    2.81086e+06
26	 112	 8.65662    897126
5	 113	 0.873298    589009
19	 0	 0.0867909    110637
25	 1	 1.69407    1.18411e+06
5	 2	 5.29114    49102.7
19	 3	 30.4662    131700
1	 4	 39.9582    69611.2
8	 5	 3.76234    172074
22	 6	 0.616837    192017
12	 7	 1.55504    1.02464e+06
3	 8	 6.22603    54080.3
0	 9	 3.7984    601567
0	 10	 1.10231    252767
4	 11	 3.6528    48960
33	 12	 3.85125    392243
8	 13	 1.04042    45913.8
47	 14	 9.45509    1.97337e+06
25	 15	 0.503477    540419
7	 16	 5.47438    32590.5
56	 17	 26.494    2.5632e+06
11	 18	 14.8483    19753.4
16	 19	 4.01667    493612
1	 20	 9.24098    148774
35	 21	 29.9015    87442.4
16	 22	 3.69891    984594
10	 23	 8.18339    67047.6
14	 24	 1.74908    59710.6
16	 25	 0.563676    128773
54	 26	 2.88782    1.54239e+06
11	 27	 13.0353    163956
13	 28	 84.6936    22002.2
46	 29	 8.07817    512067
52	 30	 2.24046    128838
27	 31	 2.91673    2.30517e+06
52	 32	 0.612838    181121
5	 33	 6.17098    469400
49	 34	 0.810539    351012
11	 35	 1.34407    566561
36	 36	 12.2961    2.16801e+06
37	 37	 4.08537    2.25561e+06
55	 38	 0.141001    121487
18	 39	 5.18097    39070.1
29	 40	 0.41574    936829
19	 41	 8.25623    18474.4
43	 42	 19.8119    3.4928e+06
43	 43	 2.23392    3.04787e+06
33	 44	 0.675351    2.71872e+06
18	 45	 2.59482    340883
5	 46	 5.77853    92515.1
18	 47	 1.3497    245335
10	 48	 6.27354    1.34022e+06
38	 49	 6.5836    3.18091e+06
35	 50	 1.91793    2.20306e+06
24	 51	 17.9774    40518.2
27	 52	 4.23525    103729
22	 53	 1.68547    458305
6	 54	 1.84693    128129
55	 55	 4.98347    1.25118e+06
44	 56	 1.75165    3.7748e+06
27	 57	 9.57065    81646.7
44	 58	 1.33215    2.93091e+06
49	 59	 3.28106    3.75446e+06
33	 60	 2.18898    110723
28	 61	 0.547081    158945
30	 62	 2.15969    52114.1
6	 63	 6.1217    278441
23	 64	 8.45822    1.99078e+06
25	 65	 2.24468    1.17942e+06
35	 66	 0.0119669    45011.8
35	 67	 0.832471    4569.19
23	 68	 0.54235    2.25618e+06
12	 69	 4.80762    1.12581e+06
56	 70	 8.37497    3.97316e+06
45	 71	 2.62847    2.8945e+06
36	 72	 0.837799    3134.18
10	 73	 7.02182    114515
36	 74	 1.93162    50221.1
36	 75	 12.8158    89499.6
26	 76	 5.61774    3.56647e+06
37	 77	 0.835141    39308
41	 78	 1.80903    7634.21
41	 79	 0.259708    44988.7
39	 80	 1.05853    3685.3
41	 81	 1.15912    1732.35
40	 82	 10.6732    90422.7
40	 83	 24.8381    25340.4
7	 84	 26.998    2.26311e+06
44	 85	 1.75149    11738.7
49	 86	 17.172    967490
11	 87	 18.3765    589328
43	 88	 2.69206    67426.4
51	 89	 9.60325    1.82833e+06
40	 90	 8.15006    1.24861e+06
54	 91	 12.5995    1.75257e+06
49	 92	 8.77046    231221
14	 93	 4.61249    328266
46	 94	 1.56466    42948.9
49	 95	 0.71807    352168
50	 96	 0.61194    57996.8
3	 97	 17.2601    2.27627e+06
20	 98	 6.7817    567500
2	 99	 0.77697    1.05593e+06
49	 100	 7.0207    40657.2
56	 101	 1.54525    957861
53	 102	 31.9228    34360.6
53	 103	 0.0726767    57570
51	 104	 0.185988    73794.4
55	 105	 2.70714    78767.8
31	 106	 11.7023    2.48983e+06
20	 107	 0.72998    238933
41	 108	 2.38246    3.70494e+06
56	 109	 3.02021    34036.4
46	 110	 1.39612    2.13668e+06
10	 111	 1.16276    2.81086e+06
26	 112	 13.274    897126
5	 113	 2.00316    589009
19	 0	 0.0512252    110637
25	 1	 1.75257    1.18411e+06
5	 2	 5.91362    49102.7
19	 3	 23.0977    131700
1	 4	 49.3792    69611.2
8	 5	 3.92157    172074
22	 6	 4.23877    192017
12	 7	 0.807521    1.02464e+06
3	 8	 7.8147    54080.3
0	 9	 3.77198    601567
0	 10	 0.75917    252767
4	 11	 3.48978    48960
33	 12	 3.11025    392243
8	 13	 1.6373    45913.8
47	 14	 12.7533    1.97337e+06
25	 15	 2.42548    540419
7	 16	 4.36002    32590.5
56	 17	 13.447    2.5632e+06
11	 18	 14.3586    19753.4
16	 19	 4.99137    493612
1	 20	 11.2339    148774
35	 21	 32.4115    87442.4
16	 22	 3.0481    984594
10	 23	 9.28455    67047.6
14	 24	 2.20258    59710.6
16	 25	 0.384058    128773
54	 26	 1.49582    1.54239e+06
11	 27	 13.106    163956
13	 28	 90.6345    22002.2
46	 29	 8.55366    512067
52	 30	 2.48374    128838
27	 31	 8.22966    2.30517e+06
52	 32	 0.537518    181121
5	 33	 8.16942    469400
49	 34	 1.17925    351012
11	 35	 1.76523    566561
36	 36	 7.78179    2.16801e+06
37	 37	 3.87201    2.25561e+06
55	 38	 0.130029    121487
18	 39	 4.24312    39070.1
29	 40	 1.1358    936829
19	 41	 4.74805    18474.4
43	 42	 14.8371    3.4928e+06
43	 43	 2.797    3.04787e+06
33	 44	 2.22393    2.71872e+06
18	 45	 2.86299    340883
5	 46	 3.48011    92515.1
18	 47	 0.95596    245335
10	 48	 5.44202    1.34022e+06
38	 49	 10.6401    3.18091e+06
35	 50	 2.36144    2.20306e+06
24	 51	 17.4447    40518.2
27	 52	 4.54946    103729
22	 53	 2.33286    458305
6	 54	 3.3093    128129
55	 55	 7.21352    1.25118e+06
44	 56	 3.46905    3.7748e+06
27	 57	 6.72204    81646.7
44	 58	 0.702902    2.93091e+06
49	 59	 1.96746    3.75446e+06
33	 60	 1.75749    110723
28	 61	 1.01987    158945
30	 62	 5.31775    52114.1
6	 63	 5.38764    278441
23	 64	 7.6817    1.99078e+06
25	 65	 1.29205    1.17942e+06
35	 66	 0.0111136    45011.8
35	 67	 9.89386    4569.19
23	 68	 0.824548    2.25618e+06
12	 69	 5.99412    1.12581e+06
56	 70	 6.09971    3.97316e+06
45	 71	 20.1006    2.8945e+06
36	 72	 0.388576    3134.18
10	 73	 6.2248    114515
36	 74	 1.88869    50221.1
36	 75	 10.9373    89499.6
26	 76	 7.27939    3.56647e+06
37	 77	 0.910806    39308
41	 78	 0.886148    7634.21
41	 79	 0.233425    44988.7
39	 80	 2.64308    3685.3
41	 81	 0.949015    1732.35
40	 82	 9.45273    90422.7
40	 83	 41.0866    25340.4
7	 84	 18.089    2.26311e+06
44	 85	 1.94939    11738.7
49	 86	 8.95129    967490
11	 87	 2.99018    589328
43	 88	 4.79436    67426.4
51	 89	 13.1336    1.82833e+06
40	 90	 2.07011    1.24861e+06
54	 91	 12.7667    1.75257e+06
49	 92	 12.9945    231221
14	 93	 3.15319    328266
46	 94	 1.03038    42948.9
49	 95	 0.745708    352168
50	 96	 1.33256    57996.8
3	 97	 9.2908    2.27627e+06
20	 98	 4.33859    567500
2	 99	 0.733685    1.05593e+06
49	 100	 5.52359    40657.2
56	 101	 1.5025    957861
53	 102	 42.435    34360.6
53	 103	 0.0850175    57570
51	 104	 0.23245    73794.4
55	 105	 2.32436    78767.8
31	 106	 24.3131    2.48983e+06
20	 107	 0.715087    238933
41	 108	 7.50924    3.70494e+06
56	 109	 2.91879    34036.4
46	 110	 0.877365    2.13668e+06
10	 111	 1.17537    2.81086e+06
26	 112	 4.81576    897126
5	 113	 2.5631    589009
19	 0	 0.0749272    110637
25	 1	 1.68534    1.18411e+06
5	 2	 5.79307    49102.7
19	 3	 17.1473    131700
1	 4	 38.6813    69611.2
8	 5	 2.84622    172074
22	 6	 3.79488    192017
12	 7	 0.900724    1.02464e+06
3	 8	 10.4057    54080.3
0	 9	 3.24291    601567
0	 10	 0.740752    252767
4	 11	 3.54831    48960
33	 12	 3.94086    392243
8	 13	 1.4958    45913.8
47	 14	 8.59807    1.97337e+06
25	 15	 1.29816    540419
7	 16	 3.67546    32590.5
56	 17	 30.4675    2.5632e+06
11	 18	 6.56362    19753.4
16	 19	 3.07863    493612
1	 20	 11.2377    148774
35	 21	 29.5597    87442.4
16	 22	 4.36724    984594
10	 23	 4.82365    67047.6
14	 24	 1.18438    59710.6
16	 25	 0.870472    128773
54	 26	 2.33682    1.54239e+06
11	 27	 15.0109    163956
13	 28	 105.959    22002.2
46	 29	 1.61357    512067
52	 30	 5.37602    128838
27	 31	 4.17756    2.30517e+06
52	 32	 0.498255    181121
5	 33	 6.65472    469400
49	 34	 0.690569    351012
11	 35	 1.3822    566561
36	 36	 8.80176    2.16801e+06
37	 37	 3.94337    2.25561e+06
55	 38	 0.150283    121487
18	 39	 3.35985    39070.1
29	 40	 0.688951    936829
19	 41	 10.169    18474.4
43	 42	 25.1171    3.4928e+06
43	 43	 4.61122    3.04787e+06
33	 44	 1.00945    2.71872e+06
18	 45	 1.43878    340883
5	 46	 4.55672    92515.1
18	 47	 3.44213    245335
10	 48	 5.6833    1.34022e+06
38	 49	 5.41359    3.18091e+06
35	 50	 2.17266    2.20306e+06
24	 51	 17.196    40518.2
27	 52	 4.42556    103729
22	 53	 1.642    458305
6	 54	 2.24446    128129
55	 55	 4.029    1.25118e+06
44	 56	 1.17824    3.7748e+06
27	 57	 12.3288    81646.7
44	 58	 1.2556    2.93091e+06
49	 59	 4.43653    3.75446e+06
33	 60	 2.32216    110723
28	 61	 0.607148    158945
30	 62	 3.35287    52114.1
6	 63	 5.76653    278441
23	 64	 5.23436    1.99078e+06
25	 65	 3.09123    1.17942e+06
35	 66	 0.0129276    45011.8
35	 67	 11.2944    4569.19
23	 68	 0.426112    2.25618e+06
12	 69	 4.21221    1.12581e+06
56	 70	 4.59842    3.97316e+06
45	 71	 8.05166    2.8945e+06
36	 72	 2.45891    3134.18
10	 73	 6.50018    114515
36	 74	 1.52978    50221.1
36	 75	 9.25722    89499.6
26	 76	 7.53697    3.56647e+06
37	 77	 0.622441    39308
41	 78	 1.67143    7634.21
41	 79	 0.159158    44988.7
39	 80	 2.53047    3685.3
41	 81	 0.981097    1732.35
40	 82	 9.4345    90422.7
40	 83	 27.865    25340.4
7	 84	 15.8795    2.26311e+06
44	 85	 1.90148    11738.7
49	 86	 10.8897    967490
11	 87	 14.3735    589328
43	 88	 3.11715    67426.4
51	 89	 12.1121    1.82833e+06
40	 90	 6.75797    1.24861e+06
54	 91	 12.124    1.75257e+06
49	 92	 28.0486    231221
14	 93	 5.49714    328266
46	 94	 1.89843    42948.9
49	 95	 0.730127    352168
50	 96	 0.582784    57996.8
3	 97	 18.0261    2.27627e+06
20	 98	 3.05829    567500
2	 99	 1.67087    1.05593e+06
49	 100	 1.68733    40657.2
56	 101	 1.29069    957861
53	 102	 40.2714    34360.6
53	 103	 0.0760946    57570
51	 104	 0.237265    73794.4
55	 105	 2.37483    78767.8
31	 106	 11.5994    2.48983e+06
20	 107	 0.719221    238933
41	 108	 2.61842    3.70494e+06
56	 109	 3.10872    34036.4
46	 110	 2.55906    2.13668e+06
10	 111	 1.49457    2.81086e+06
26	 112	 6.4685    897126
5	 113	 1.72364    589009
19	 0	 0.0641252    110637
25	 1	 1.74424    1.18411e+06
5	 2	 4.73321    49102.7
19	 3	 14.699    131700
1	 4	 44.501    69611.2
8	 5	 4.54317    172074
22	 6	 4.03181    192017
12	 7	 1.45318    1.02464e+06
3	 8	 5.73033    54080.3
0	 9	 4.14217    601567
0	 10	 0.534956    252767
4	 11	 3.68309    48960
33	 12	 3.67592    392243
8	 13	 0.952328    45913.8
47	 14	 15.6831    1.97337e+06
25	 15	 2.21987    540419
7	 16	 2.96777    32590.5
56	 17	 14.747    2.5632e+06
11	 18	 15.9498    19753.4
16	 19	 4.42841    493612
1	 20	 10.1662    148774
35	 21	 31.3049    87442.4
16	 22	 2.89504    984594
10	 23	 8.05603    67047.6
14	 24	 2.38053    59710.6
16	 25	 0.367483    128773
54	 26	 2.74392    1.54239e+06
11	 27	 20.5908    163956
13	 28	 65.8449    22002.2
46	 29	 6.71204    512067
52	 30	 2.35068    128838
27	 31	 9.08092    2.30517e+06
52	 32	 0.502731    181121
5	 33	 6.35122    469400
49	 34	 1.51809    351012
11	 35	 1.54998    566561
36	 36	 7.93601    2.16801e+06
37	 37	 3.71729    2.25561e+06
55	 38	 0.139163    121487
18	 39	 4.20875    39070.1
29	 40	 0.801271    936829
19	 41	 4.74146    18474.4
43	 42	 25.2961    3.4928e+06
43	 43	 3.28124    3.04787e+06
33	 44	 2.19787    2.71872e+06
18	 45	 2.29322    340883
5	 46	 3.66025    92515.1
18	 47	 0.55338    245335
10	 48	 5.39429    1.34022e+06
38	 49	 9.00547    3.18091e+06
35	 50	 2.07104    2.20306e+06
24	 51	 15.7497    40518.2
27	 52	 3.37974    103729
22	 53	 2.27942    458305
6	 54	 1.75092    128129
55	 55	 8.16436    1.25118e+06
44	 56	 2.53905    3.7748e+06
27	 57	 8.25223    81646.7
44	 58	 0.845276    2.93091e+06
49	 59	 2.64658    3.75446e+06
33	 60	 1.53141    110723
28	 61	 0.6567    158945
30	 62	 3.79404    52114.1
6	 63	 5.96319    278441
23	 64	 7.11664    1.99078e+06
25	 65	 1.97955    1.17942e+06
35	 66	 0.0113661    45011.8
35	 67	 4.09754    4569.19
23	 68	 0.698106    2.25618e+06
12	 69	 6.18322    1.12581e+06
56	 70	 7.15987    3.97316e+06
45	 71	 17.4622    2.8945e+06
36	 72	 0.283203    3134.18
10	 73	 7.40134    114515
36	 74	 1.50795    50221.1
36	 75	 13.6034    89499.6
26	 76	 5.80182    3.56647e+06
37	 77	 0.559578    39308
41	 78	 0.569447    7634.21
41	 79	 0.146206    44988.7
39	 80	 2.41907    3685.3
41	 81	 0.978163    1732.35
40	 82	 10.1964    90422.7
40	 83	 28.8546    25340.4
7	 84	 24.5065    2.26311e+06
44	 85	 1.85741    11738.7
49	 86	 12.1718    967490
11	 87	 3.55081    589328
43	 88	 4.70895    67426.4
51	 89	 13.3597    1.82833e+06
40	 90	 6.54014    1.24861e+06
54	 91	 12.8439    1.75257e+06
49	 92	 8.69676    231221
14	 93	 3.08438    328266
46	 94	 0.429648    42948.9
49	 95	 0.737852    352168
50	 96	 1.26349    57996.8
3	 97	 9.93726    2.27627e+06
20	 98	 5.76221    567500
2	 99	 0.499817    1.05593e+06
49	 100	 9.32596    40657.2
56	 101	 1.18    957861
53	 102	 34.4794    34360.6
53	 103	 0.0733679    57570
51	 104	 0.176115    73794.4
55	 105	 1.72192    78767.8
31	 106	 21.8803    2.48983e+06
20	 107	 0.804401    238933
41	 108	 8.34545    3.70494e+06
56	 109	 2.83412    34036.4
46	 110	 0.638999    2.13668e+06
10	 111	 1.11933    2.81086e+06
26	 112	 14.4262    897126
5	 113	 3.83395    589009
19	 0	 0.0945304    110637
25	 1	 1.52126    1.18411e+06
5	 2	 5.06847    49102.7
19	 3	 13.7548    131700
1	 4	 46.2739    69611.2
8	 5	 3.07155    172074
22	 6	 4.29731    192017
12	 7	 0.73423    1.02464e+06
3	 8	 9.70418    54080.3
0	 9	 3.40709    601567
0	 10	 0.500004    252767
4	 11	 5.14486    48960
33	 12	 3.85543    392243
8	 13	 1.57093    45913.8
47	 14	 11.1111    1.97337e+06
25	 15	 1.26919    540419
7	 16	 2.28472    32590.5
56	 17	 20.8572    2.5632e+06
11	 18	 12.597    19753.4
16	 19	 4.42633    493612
1	 20	 11.7193    148774
35	 21	 31.7615    87442.4
16	 22	 3.96615    984594
10	 23	 3.33018    67047.6
14	 24	 1.27684    59710.6
16	 25	 0.812271    128773
54	 26	 2.07274    1.54239e+06
11	 27	 19.3761    163956
13	 28	 108.958    22002.2
46	 29	 3.26895    512067
52	 30	 5.75345    128838
27	 31	 4.86495    2.30517e+06
52	 32	 0.437629    181121
5	 33	 10.6554    469400
49	 34	 0.522936    351012
11	 35	 1.62665    566561
36	 36	 10.8669    2.16801e+06
37	 37	 4.15678    2.25561e+06
55	 38	 0.166233    121487
18	 39	 3.97972    39070.1
29	 40	 1.30286    936829
19	 41	 6.63188    18474.4
43	 42	 11.0415    3.4928e+06
43	 43	 3.92532    3.04787e+06
33	 44	 1.42567    2.71872e+06
18	 45	 1.32829    340883
5	 46	 3.29588    92515.1
18	 47	 3.19923    245335
10	 48	 6.48311    1.34022e+06
38	 49	 7.49727    3.18091e+06
35	 50	 2.05857    2.20306e+06
24	 51	 17.2691    40518.2
27	 52	 4.5829    103729
22	 53	 2.36499    458305
6	 54	 1.56611    128129
55	 55	 4.42292    1.25118e+06
44	 56	 2.12059    3.7748e+06
27	 57	 5.88314    81646.7
44	 58	 0.86796    2.93091e+06
49	 59	 1.98997    3.75446e+06
33	 60	 2.21014    110723
28	 61	 0.859784    158945
30	 62	 6.01287    52114.1
6	 63	 4.36099    278441
23	 64	 7.21406    1.99078e+06
25	 65	 1.68943    1.17942e+06
35	 66	 0.0119665    45011.8
35	 67	 15.1637    4569.19
23	 68	 0.687415    2.25618e+06
